Total Time,Memory Usage,num_samples,num_features,dataset_size
8.012291669845581,537020,9272,21,1.775247
137.90676164627075,19437237,1432261,7,92.38133
1164.7067227363586,132574137,1500157,45,613.919325
304.0108072757721,34607188,688436,26,163.04684
47.0546555519104,8935033,1527549,3,43.103908
117.31108856201172,25139645,4324876,3,122.018311
337.3959996700287,48472258,3582590,7,231.099342
1253.0072000026703,143472548,2059544,36,674.61256
304.30153584480286,35530440,919248,20,167.706365
353.4125428199768,42354367,1288819,17,200.027612
1832.6803667545319,905218630,3432099,32,999.696039
204.38527584075928,23081716,425169,28,108.412862
687.4399528503418,89449806,4632693,10,424.862289
1272.0589516162872,770990669,4410196,18,724.491148
2110.7937903404236,58498,4899449,26,1160.409806
945.3135266304016,116348980,4018804,15,550.830793
1007.9208459854126,608074484,1614281,37,543.413159
1796.2957077026367,30811714,2369742,44,948.178262
6.593786954879761,3113543,50299,3,1.419854
198.66694140434265,22716518,469233,25,106.894145
182.4787619113922,26007359,1918048,7,123.7243
1957.7117414474487,890749292,2819115,41,1051.341039
403.4116806983948,56176210,3635441,8,267.460838
354.3219678401947,43079269,1393507,16,203.624843
1671.5441036224365,39306,4870385,21,932.626396
1121.0802958011627,128235732,1896164,35,603.859642
1112.7008502483368,127872233,1782676,37,600.106704
1592.486792564392,39294,2702054,35,860.568707
1784.01891207695,39311,3566613,30,974.158559
3941.340690612793,53099678,4850460,36,1588.76495
3138.3884308338165,36887101,4382146,38,1514.833548
1016.428543806076,643922091,2570315,24,562.093966
277.2426116466522,31022799,458022,35,145.89209
1681.3437225818634,846327192,2284383,43,893.362307
1191.055826663971,766458857,3126995,23,655.498811
1104.2262692451477,127185598,2636707,25,600.605253
517.7125992774963,371921107,2187832,15,299.885035
831.1239132881165,93493884,1110551,43,434.251779
196.34275913238525,32003223,3308843,5,153.376162
917.4880056381226,104640220,1275041,42,487.061512
1704.6976804733276,573768445,4479460,23,939.070921
61.168774127960205,6212033,117399,27,28.870887
59.74066710472107,7864247,673514,6,37.336723
854.6111388206482,102161504,2940535,18,483.047445
1672.6634323596954,33752,4604673,22,923.489376
433.97084045410156,57763695,3323027,9,274.598839
1093.022999048233,128133844,3018918,22,605.475846
110.39993000030518,22941672,3948825,3,111.408445
2030.8013734817505,39286,2827362,42,1079.959396
1107.0888237953186,126610907,1582202,41,590.053734
398.5512726306915,49806584,1983197,13,235.823323
1108.330717086792,125887251,1615602,40,587.814276
398.2943844795227,403466774,4264567,7,275.048021
3114.1703221797943,72424828,4346759,42,1660.402777
458.8319208621979,53231265,1198157,23,251.144283
928.4382526874542,700543822,4634549,13,551.141476
975.5796167850494,111494658,1648924,35,525.168014
966.1757516860962,697000352,4100879,15,562.089852
70.60887217521667,9918335,1018669,5,47.215063
628.6420958042145,406994087,1911120,20,348.621333
576.2825410366058,65296587,860356,39,305.256373
2560.6031222343445,666585754,3740382,36,1225.134492
667.6033651828766,74679025,844463,45,345.537391
2313.330619573593,4961109,2679129,45,1096.30638
1211.398221731186,87833191,4162934,18,683.853678
3731.447531938553,38080969,4915453,40,1788.413595
1855.9032366275787,39306,2638990,41,984.088039
538.9838330745697,315556329,786415,40,286.115958
1608.420036315918,15326518,3852157,25,877.426401
1494.7526450157166,804047816,2328952,38,805.079344
664.6116428375244,455764444,2598805,16,379.759017
409.39832377433777,46428454,524494,45,214.64171
